ID,PC,Opcode,Bitwidth,Execution_Count,Avg_Latency,MemLevel,BranchCount
2680,0x555555555168,LOAD,32,16194,55.30,L1,0
2681,0x555555555174,LOAD,32,16206,54.86,L1,0
2682,0x555555555168,LOAD,32,16219,55.30,L1,0
2683,0x555555555174,LOAD,32,16231,54.87,L1,0
2684,0x555555555168,LOAD,32,16244,55.30,L1,0
2685,0x555555555174,LOAD,32,16256,54.87,L1,0
2686,0x555555555168,LOAD,32,16269,55.30,L1,0
2687,0x555555555174,LOAD,32,16281,54.87,L1,0
2688,0x555555555168,LOAD,32,16294,55.29,L1,0
2689,0x555555555174,LOAD,32,16306,54.88,L1,0
2690,0x555555555168,LOAD,32,16319,55.30,L1,0
2691,0x555555555174,LOAD,32,16331,54.87,L1,0
2692,0x555555555168,LOAD,32,16344,55.30,L1,0
2693,0x555555555174,LOAD,32,16356,54.87,L1,0
2694,0x555555555168,LOAD,32,16369,55.29,L1,0
2695,0x555555555174,LOAD,32,16381,54.86,L1,0
2696,0x555555555168,LOAD,32,16394,55.29,L1,0
2697,0x555555555174,LOAD,32,16406,54.87,L1,0
2698,0x555555555168,LOAD,32,16419,55.29,L1,0
2699,0x555555555174,LOAD,32,16431,54.87,L1,0
2700,0x555555555168,LOAD,32,16444,55.30,L1,0
2701,0x555555555174,LOAD,32,16456,54.88,L1,0
2702,0x555555555168,LOAD,32,16469,55.30,L1,0
2703,0x555555555174,LOAD,32,16481,54.88,L1,0
2704,0x555555555168,LOAD,32,16494,55.30,L1,0
2705,0x555555555174,LOAD,32,16506,54.87,L1,0
2706,0x555555555168,LOAD,32,16519,55.30,L1,0
2707,0x555555555174,LOAD,32,16531,54.87,L1,0
2708,0x555555555168,LOAD,32,16544,55.30,L1,0
2709,0x555555555174,LOAD,32,16556,54.86,L1,0
2710,0x555555555168,LOAD,32,16569,55.30,L1,0
2711,0x555555555174,LOAD,32,16581,54.86,L1,0
2712,0x555555555168,LOAD,32,16594,55.31,L1,0
2713,0x555555555174,LOAD,32,16606,54.87,L1,0
2714,0x555555555168,LOAD,32,16619,55.31,L1,0
2715,0x555555555174,LOAD,32,16631,54.87,L1,0
2716,0x555555555168,LOAD,32,16644,55.31,L1,0
2717,0x555555555174,LOAD,32,16656,54.86,L1,0
2718,0x555555555168,LOAD,32,16669,55.32,L1,0
2719,0x555555555174,LOAD,32,16681,54.86,L1,0
2720,0x555555555168,LOAD,32,16694,55.32,L1,0
2721,0x555555555174,LOAD,32,16706,54.87,L1,0
2722,0x555555555168,LOAD,32,16719,55.33,L1,0
2723,0x555555555174,LOAD,32,16731,54.86,L1,0
2724,0x555555555168,LOAD,32,16744,55.33,L1,0
2725,0x555555555174,LOAD,32,16756,54.86,L1,0
2726,0x555555555168,LOAD,32,16769,55.32,L1,0
2727,0x555555555174,LOAD,32,16781,54.86,L1,0
2728,0x555555555168,LOAD,32,16794,55.31,L1,0
2729,0x555555555174,LOAD,32,16806,54.86,L1,0
2730,0x555555555168,LOAD,32,16819,55.32,L1,0
2731,0x555555555174,LOAD,32,16831,54.85,L1,0
2732,0x555555555168,LOAD,32,16844,55.32,L1,0
2733,0x555555555174,LOAD,32,16856,54.85,L1,0
2734,0x555555555168,LOAD,32,16869,55.32,L1,0
2735,0x555555555174,LOAD,32,16881,54.86,L1,0
2736,0x555555555168,LOAD,32,16894,55.32,L1,0
2737,0x555555555174,LOAD,32,16906,54.86,L1,0
2738,0x555555555168,LOAD,32,16919,55.32,L1,0
2739,0x555555555174,LOAD,32,16931,54.86,L1,0
2740,0x555555555168,LOAD,32,16944,55.32,L1,0
2741,0x555555555174,LOAD,32,16956,54.86,L1,0
2742,0x555555555168,LOAD,32,16969,55.31,L1,0
2743,0x555555555174,LOAD,32,16981,54.86,L1,0
2744,0x555555555168,LOAD,32,16994,55.32,L1,0
2745,0x555555555174,LOAD,32,17006,54.86,L1,0
2746,0x555555555168,LOAD,32,17019,55.32,L1,0
2747,0x555555555174,LOAD,32,17031,54.86,L1,0
2748,0x555555555168,LOAD,32,17044,55.32,L1,0
2749,0x555555555174,LOAD,32,17056,54.87,L1,0
2750,0x555555555168,LOAD,32,17069,55.32,L1,0
2751,0x555555555174,LOAD,32,17081,54.87,L1,0
2752,0x555555555168,LOAD,32,17094,55.33,L1,0
2753,0x555555555174,LOAD,32,17106,54.87,L1,0
2754,0x555555555168,LOAD,32,17119,55.33,L1,0
2755,0x555555555174,LOAD,32,17131,54.88,L1,0
2756,0x555555555168,LOAD,32,17144,55.34,L1,0
2757,0x555555555174,LOAD,32,17156,54.88,L1,0
2758,0x555555555168,LOAD,32,17169,55.34,L1,0
2759,0x555555555174,LOAD,32,17181,54.88,L1,0
2760,0x555555555168,LOAD,32,17194,55.34,L1,0
2761,0x555555555174,LOAD,32,17206,54.88,L1,0
2762,0x555555555168,LOAD,32,17219,55.35,L1,0
2763,0x555555555174,LOAD,32,17231,54.88,L1,0
2764,0x555555555168,LOAD,32,17244,55.35,L1,0
2765,0x555555555174,LOAD,32,17256,54.88,L1,0
2766,0x555555555168,LOAD,32,17269,55.35,L1,0
2767,0x555555555174,LOAD,32,17281,54.88,L1,0
2768,0x555555555168,LOAD,32,17294,55.35,L1,0
2769,0x555555555174,LOAD,32,17306,54.89,L1,0
2770,0x555555555168,LOAD,32,17319,55.35,L1,0
2771,0x555555555174,LOAD,32,17331,54.89,L1,0
2772,0x555555555168,LOAD,32,17344,55.35,L1,0
2773,0x555555555174,LOAD,32,17356,54.90,L1,0
2774,0x555555555168,LOAD,32,17369,55.36,L1,0
2775,0x555555555174,LOAD,32,17381,54.90,L1,0
2776,0x555555555168,LOAD,32,17394,55.36,L1,0
2777,0x555555555174,LOAD,32,17406,54.90,L1,0
2778,0x555555555168,LOAD,32,17419,55.36,L1,0
2779,0x555555555174,LOAD,32,17431,54.91,L1,0
2780,0x555555555168,LOAD,32,17444,55.36,L1,0
2781,0x555555555174,LOAD,32,17456,54.91,L1,0
2782,0x555555555168,LOAD,32,17469,55.36,L1,0
2783,0x555555555174,LOAD,32,17481,54.91,L1,0
2784,0x555555555168,LOAD,32,17494,55.34,L1,0
2785,0x555555555174,LOAD,32,17506,54.92,L1,0
2786,0x555555555168,LOAD,32,17519,55.34,L1,0
2787,0x555555555174,LOAD,32,17531,54.92,L1,0
2788,0x555555555168,LOAD,32,17544,55.35,L1,0
2789,0x555555555174,LOAD,32,17556,54.91,L1,0
2790,0x555555555168,LOAD,32,17569,55.35,L1,0
2791,0x555555555174,LOAD,32,17581,54.90,L1,0
2792,0x555555555168,LOAD,32,17594,55.35,L1,0
2793,0x555555555174,LOAD,32,17606,54.90,L1,0
2794,0x555555555168,LOAD,32,17619,55.35,L1,0
2795,0x555555555174,LOAD,32,17631,54.91,L1,0
2796,0x555555555168,LOAD,32,17644,55.35,L1,0
2797,0x555555555174,LOAD,32,17656,54.91,L1,0
2798,0x555555555168,LOAD,32,17669,55.35,L1,0
2799,0x555555555174,LOAD,32,17681,54.91,L1,0
2800,0x555555555168,LOAD,32,17694,55.34,L1,0
2801,0x555555555174,LOAD,32,17706,54.91,L1,0
2802,0x555555555168,LOAD,32,17719,55.34,L1,0
2803,0x555555555174,LOAD,32,17731,54.91,L1,0
2804,0x555555555168,LOAD,32,17744,55.33,L1,0
2805,0x555555555174,LOAD,32,17756,54.90,L1,0
2806,0x555555555168,LOAD,32,17769,55.32,L1,0
2807,0x555555555174,LOAD,32,17781,54.90,L1,0
2808,0x555555555168,LOAD,32,17794,55.32,L1,0
2809,0x555555555174,LOAD,32,17806,54.90,L1,0
2810,0x555555555168,LOAD,32,17819,55.32,L1,0
2811,0x555555555174,LOAD,32,17831,54.91,L1,0
2812,0x555555555168,LOAD,32,17844,55.33,L1,0
2813,0x555555555174,LOAD,32,17856,54.92,L1,0
2814,0x555555555168,LOAD,32,17869,55.33,L1,0
2815,0x555555555174,LOAD,32,17881,54.91,L1,0
2816,0x555555555168,LOAD,32,17894,55.33,L1,0
2817,0x555555555174,LOAD,32,17906,54.91,L1,0
2818,0x555555555168,LOAD,32,17919,55.34,L1,0
2819,0x555555555174,LOAD,32,17931,54.91,L1,0
2820,0x555555555168,LOAD,32,17944,55.33,L1,0
2821,0x555555555174,LOAD,32,17956,54.92,L1,0
2822,0x555555555168,LOAD,32,17969,55.34,L1,0
2823,0x555555555174,LOAD,32,17981,54.92,L1,0
2824,0x555555555168,LOAD,32,17994,55.35,L1,0
2825,0x555555555174,LOAD,32,18006,54.91,L1,0
2826,0x555555555168,LOAD,32,18019,55.35,L1,0
2827,0x555555555174,LOAD,32,18031,54.92,L1,0
2828,0x555555555168,LOAD,32,18044,55.34,L1,0
2829,0x555555555174,LOAD,32,18056,54.92,L1,0
2830,0x555555555168,LOAD,32,18069,55.34,L1,0
2831,0x555555555174,LOAD,32,18081,54.92,L1,0
2832,0x555555555168,LOAD,32,18094,55.34,L1,0
2833,0x555555555174,LOAD,32,18106,54.92,L1,0
2834,0x555555555168,LOAD,32,18119,55.34,L1,0
2835,0x555555555174,LOAD,32,18131,54.92,L1,0
2836,0x555555555168,LOAD,32,18144,55.34,L1,0
2837,0x555555555174,LOAD,32,18156,54.92,L1,0
2838,0x555555555168,LOAD,32,18169,55.34,L1,0
2839,0x555555555174,LOAD,32,18181,54.93,L1,0
2840,0x555555555168,LOAD,32,18194,55.34,L1,0
2841,0x555555555174,LOAD,32,18206,54.93,L1,0
2842,0x555555555168,LOAD,32,18219,55.34,L1,0
2843,0x555555555174,LOAD,32,18231,54.94,L1,0
2844,0x555555555168,LOAD,32,18244,55.35,L1,0
2845,0x555555555174,LOAD,32,18256,54.95,L1,0
2846,0x555555555168,LOAD,32,18269,55.35,L1,0
2847,0x555555555174,LOAD,32,18281,54.94,L1,0
2848,0x555555555168,LOAD,32,18294,55.35,L1,0
2849,0x555555555174,LOAD,32,18306,54.94,L1,0
2850,0x555555555168,LOAD,32,18319,55.35,L1,0
2851,0x555555555174,LOAD,32,18331,54.95,L1,0
2852,0x555555555168,LOAD,32,18344,55.35,L1,0
2853,0x555555555174,LOAD,32,18356,54.94,L1,0
2854,0x555555555168,LOAD,32,18369,55.35,L1,0
2855,0x555555555174,LOAD,32,18381,54.94,L1,0
2856,0x555555555168,LOAD,32,18394,55.35,L1,0
2857,0x555555555174,LOAD,32,18406,54.94,L1,0
2858,0x555555555168,LOAD,32,18419,55.35,L1,0
2859,0x555555555174,LOAD,32,18431,54.94,L1,0
2860,0x555555555168,LOAD,32,18444,55.35,L1,0
2861,0x555555555174,LOAD,32,18456,54.95,L1,0
2862,0x555555555168,LOAD,32,18469,55.34,L1,0
2863,0x555555555174,LOAD,32,18481,54.95,L1,0
2864,0x555555555168,LOAD,32,18494,55.34,L1,0
2865,0x555555555174,LOAD,32,18506,54.95,L1,0
2866,0x555555555168,LOAD,32,18519,55.35,L1,0
2867,0x555555555174,LOAD,32,18531,54.95,L1,0
2868,0x555555555168,LOAD,32,18544,55.35,L1,0
2869,0x555555555174,LOAD,32,18556,54.95,L1,0
2870,0x555555555168,LOAD,32,18569,55.34,L1,0
2871,0x555555555174,LOAD,32,18581,54.95,L1,0
2872,0x555555555168,LOAD,32,18594,55.33,L1,0
2873,0x555555555174,LOAD,32,18606,54.96,L1,0
2874,0x555555555168,LOAD,32,18619,55.33,L1,0
2875,0x555555555174,LOAD,32,18631,54.96,L1,0
2876,0x555555555168,LOAD,32,18644,55.33,L1,0
2877,0x555555555174,LOAD,32,18656,54.96,L1,0
2878,0x555555555168,LOAD,32,18669,55.33,L1,0
2879,0x555555555174,LOAD,32,18681,54.96,L1,0
2880,0x555555555168,LOAD,32,18694,55.33,L1,0
2881,0x555555555174,LOAD,32,18706,54.96,L1,0
2882,0x555555555168,LOAD,32,18719,55.33,L1,0
2883,0x555555555174,LOAD,32,18731,54.97,L1,0
2884,0x555555555168,LOAD,32,18744,55.33,L1,0
2885,0x555555555174,LOAD,32,18756,54.97,L1,0
2886,0x555555555168,LOAD,32,18769,55.34,L1,0
2887,0x555555555174,LOAD,32,18781,54.97,L1,0
2888,0x555555555168,LOAD,32,18794,55.34,L1,0
2889,0x555555555174,LOAD,32,18806,54.97,L1,0
2890,0x555555555168,LOAD,32,18819,55.35,L1,0
2891,0x555555555174,LOAD,32,18831,54.97,L1,0
2892,0x555555555168,LOAD,32,18844,55.34,L1,0
2893,0x555555555174,LOAD,32,18856,54.98,L1,0
2894,0x555555555168,LOAD,32,18869,55.35,L1,0
2895,0x555555555174,LOAD,32,18881,54.98,L1,0
2896,0x555555555168,LOAD,32,18894,55.35,L1,0
2897,0x555555555174,LOAD,32,18906,54.98,L1,0
2898,0x555555555168,LOAD,32,18919,55.36,L1,0
2899,0x555555555174,LOAD,32,18931,54.99,L1,0
2900,0x555555555168,LOAD,32,18944,55.36,L1,0
2901,0x555555555174,LOAD,32,18956,54.99,L1,0
2902,0x555555555168,LOAD,32,18969,55.36,L1,0
2903,0x555555555174,LOAD,32,18981,54.99,L1,0
2904,0x555555555168,LOAD,32,18994,55.36,L1,0
2905,0x555555555174,LOAD,32,19006,55.00,L1,0
2906,0x555555555168,LOAD,32,19019,55.36,L1,0
2907,0x555555555174,LOAD,32,19031,55.00,L1,0
2908,0x555555555168,LOAD,32,19044,55.35,L1,0
2909,0x555555555174,LOAD,32,19056,55.00,L1,0
2910,0x555555555168,LOAD,32,19069,55.36,L1,0
2911,0x555555555174,LOAD,32,19081,55.00,L1,0
2912,0x555555555168,LOAD,32,19094,55.36,L1,0
2913,0x555555555174,LOAD,32,19106,55.00,L1,0
2914,0x555555555168,LOAD,32,19119,55.36,L1,0
2915,0x555555555174,LOAD,32,19131,55.00,L1,0
2916,0x555555555168,LOAD,32,19144,55.36,L1,0
2917,0x555555555174,LOAD,32,19156,55.01,L1,0
2918,0x555555555168,LOAD,32,19169,55.36,L1,0
2919,0x555555555174,LOAD,32,19181,55.01,L1,0
2920,0x555555555168,LOAD,32,19194,55.36,L1,0
2921,0x555555555174,LOAD,32,19206,55.01,L1,0
2922,0x555555555168,LOAD,32,19219,55.36,L1,0
2923,0x555555555174,LOAD,32,19231,55.01,L1,0
2924,0x555555555168,LOAD,32,19244,55.36,L1,0
2925,0x555555555174,LOAD,32,19256,55.01,L1,0
2926,0x555555555168,LOAD,32,19269,55.36,L1,0
2927,0x555555555174,LOAD,32,19281,55.01,L1,0
2928,0x555555555168,LOAD,32,19294,55.37,L1,0
2929,0x555555555174,LOAD,32,19306,55.01,L1,0
2930,0x555555555168,LOAD,32,19319,55.37,L1,0
2931,0x555555555174,LOAD,32,19331,55.01,L1,0
2932,0x555555555168,LOAD,32,19344,55.37,L1,0
2933,0x555555555174,LOAD,32,19356,55.01,L1,0
2934,0x555555555168,LOAD,32,19369,55.37,L1,0
2935,0x555555555174,LOAD,32,19381,55.01,L1,0
2936,0x555555555168,LOAD,32,19394,55.37,L1,0
2937,0x555555555174,LOAD,32,19406,55.02,L1,0
2938,0x555555555168,LOAD,32,19419,55.37,L1,0
2939,0x555555555174,LOAD,32,19431,55.01,L1,0
2940,0x555555555168,LOAD,32,19444,55.37,L1,0
2941,0x555555555174,LOAD,32,19456,55.01,L1,0
2942,0x555555555168,LOAD,32,19469,55.37,L1,0
2943,0x555555555174,LOAD,32,19481,55.02,L1,0
2944,0x555555555168,LOAD,32,19494,55.38,L1,0
2945,0x555555555174,LOAD,32,19506,55.02,L1,0
2946,0x555555555168,LOAD,32,19519,55.38,L1,0
2947,0x555555555174,LOAD,32,19531,55.01,L1,0
2948,0x555555555168,LOAD,32,19544,55.39,L1,0
2949,0x555555555174,LOAD,32,19556,55.01,L1,0
2950,0x555555555168,LOAD,32,19569,55.39,L1,0
2951,0x555555555174,LOAD,32,19581,55.01,L1,0
2952,0x555555555168,LOAD,32,19594,55.38,L1,0
2953,0x555555555174,LOAD,32,19606,55.01,L1,0
2954,0x555555555168,LOAD,32,19619,55.39,L1,0
2955,0x555555555174,LOAD,32,19631,55.01,L1,0
2956,0x555555555168,LOAD,32,19644,55.39,L1,0
2957,0x555555555174,LOAD,32,19656,55.01,L1,0
2958,0x555555555168,LOAD,32,19669,55.39,L1,0
2959,0x555555555174,LOAD,32,19681,55.01,L1,0
2960,0x555555555168,LOAD,32,19694,55.39,L1,0
2961,0x555555555174,LOAD,32,19706,55.00,L1,0
2962,0x555555555168,LOAD,32,19719,55.40,L1,0
2963,0x555555555174,LOAD,32,19731,55.00,L1,0
2964,0x555555555168,LOAD,32,19744,55.40,L1,0
2965,0x555555555174,LOAD,32,19756,55.00,L1,0
2966,0x555555555168,LOAD,32,19769,55.40,L1,0
2967,0x555555555174,LOAD,32,19781,55.00,L1,0
2968,0x555555555168,LOAD,32,19794,55.40,L1,0
2969,0x555555555174,LOAD,32,19806,55.00,L1,0
2970,0x555555555168,LOAD,32,19819,55.40,L1,0
2971,0x555555555174,LOAD,32,19831,55.00,L1,0
2972,0x555555555168,LOAD,32,19844,55.40,L1,0
2973,0x555555555174,LOAD,32,19856,55.01,L1,0
2974,0x555555555168,LOAD,32,19869,55.40,L1,0
2975,0x555555555174,LOAD,32,19881,55.01,L1,0
2976,0x555555555168,LOAD,32,19894,55.41,L1,0
2977,0x555555555174,LOAD,32,19906,55.01,L1,0
2978,0x555555555168,LOAD,32,19919,55.41,L1,0
2979,0x555555555174,LOAD,32,19931,55.01,L1,0
2980,0x555555555168,LOAD,32,19944,55.41,L1,0
2981,0x555555555174,LOAD,32,19956,55.01,L1,0
2982,0x555555555168,LOAD,32,19969,55.41,L1,0
2983,0x555555555174,LOAD,32,19981,55.02,L1,0
2984,0x555555555168,LOAD,32,19994,55.41,L1,0
2985,0x555555555174,LOAD,32,20006,55.01,L1,0
2986,0x555555555168,LOAD,32,20019,55.41,L1,0
2987,0x555555555174,LOAD,32,20031,55.02,L1,0
2988,0x555555555168,LOAD,32,20044,55.41,L1,0
2989,0x555555555174,LOAD,32,20056,55.02,L1,0
2990,0x555555555168,LOAD,32,20069,55.41,L1,0
2991,0x555555555174,LOAD,32,20081,55.02,L1,0
2992,0x555555555168,LOAD,32,20094,55.41,L1,0
2993,0x555555555174,LOAD,32,20106,55.03,L1,0
2994,0x555555555168,LOAD,32,20119,55.40,L1,0
2995,0x555555555174,LOAD,32,20131,55.03,L1,0
2996,0x555555555168,LOAD,32,20144,55.41,L1,0
2997,0x555555555174,LOAD,32,20156,55.02,L1,0
2998,0x555555555168,LOAD,32,20169,55.41,L1,0
2999,0x555555555174,LOAD,32,20181,55.03,L1,0
3000,0x555555555168,LOAD,32,20194,55.40,L1,0
3001,0x555555555174,LOAD,32,20206,55.03,L1,0
3002,0x555555555168,LOAD,32,20219,55.40,L1,0
3003,0x555555555174,LOAD,32,20231,55.03,L1,0
3004,0x555555555168,LOAD,32,20244,55.40,L1,0
3005,0x555555555174,LOAD,32,20256,55.03,L1,0
3006,0x555555555168,LOAD,32,20269,55.41,L1,0
3007,0x555555555174,LOAD,32,20281,55.03,L1,0
3008,0x555555555168,LOAD,32,20294,55.41,L1,0
3009,0x555555555174,LOAD,32,20306,55.04,L1,0
3010,0x555555555168,LOAD,32,20319,55.41,L1,0
3011,0x555555555174,LOAD,32,20331,55.04,L1,0
3012,0x555555555168,LOAD,32,20344,55.41,L1,0
3013,0x555555555174,LOAD,32,20356,55.04,L1,0
3014,0x555555555168,LOAD,32,20369,55.41,L1,0
3015,0x555555555174,LOAD,32,20381,55.05,L1,0
3016,0x555555555168,LOAD,32,20394,55.42,L1,0
3017,0x555555555174,LOAD,32,20406,55.05,L1,0
3018,0x555555555168,LOAD,32,20419,55.42,L1,0
3019,0x555555555174,LOAD,32,20431,55.05,L1,0
3020,0x555555555168,LOAD,32,20444,55.42,L1,0
3021,0x555555555174,LOAD,32,20456,55.05,L1,0
3022,0x555555555168,LOAD,32,20469,55.43,L1,0
3023,0x555555555174,LOAD,32,20481,55.06,L1,0
3024,0x555555555168,LOAD,32,20494,55.42,L1,0
3025,0x555555555174,LOAD,32,20506,55.06,L1,0
3026,0x555555555168,LOAD,32,20519,55.43,L1,0
3027,0x555555555174,LOAD,32,20531,55.07,L1,0
3028,0x555555555168,LOAD,32,20544,55.42,L1,0
3029,0x555555555174,LOAD,32,20556,55.07,L1,0
3030,0x555555555168,LOAD,32,20569,55.43,L1,0
3031,0x555555555174,LOAD,32,20581,55.08,L1,0
3032,0x555555555168,LOAD,32,20594,55.43,L1,0
3033,0x555555555174,LOAD,32,20606,55.08,L1,0
3034,0x555555555168,LOAD,32,20619,55.43,L1,0
3035,0x555555555174,LOAD,32,20631,55.08,L1,0
3036,0x555555555168,LOAD,32,20644,55.43,L1,0
3037,0x555555555174,LOAD,32,20656,55.08,L1,0
3038,0x555555555168,LOAD,32,20669,55.43,L1,0
3039,0x555555555174,LOAD,32,20681,55.07,L1,0
3040,0x555555555168,LOAD,32,20694,55.43,L1,0
3041,0x555555555174,LOAD,32,20706,55.07,L1,0
3042,0x555555555168,LOAD,32,20719,55.43,L1,0
3043,0x555555555174,LOAD,32,20731,55.07,L1,0
3044,0x555555555168,LOAD,32,20744,55.43,L1,0
3045,0x555555555174,LOAD,32,20756,55.07,L1,0
3046,0x555555555168,LOAD,32,20769,55.43,L1,0
3047,0x555555555174,LOAD,32,20781,55.07,L1,0
3048,0x555555555168,LOAD,32,20794,55.42,L1,0
3049,0x555555555174,LOAD,32,20806,55.08,L1,0
3050,0x555555555168,LOAD,32,20819,55.42,L1,0
3051,0x555555555174,LOAD,32,20831,55.08,L1,0
3052,0x555555555168,LOAD,32,20844,55.42,L1,0
3053,0x555555555174,LOAD,32,20856,55.08,L1,0
3054,0x555555555168,LOAD,32,20869,55.43,L1,0
3055,0x555555555174,LOAD,32,20881,55.08,L1,0
3056,0x555555555168,LOAD,32,20894,55.43,L1,0
3057,0x555555555174,LOAD,32,20906,55.08,L1,0
3058,0x555555555168,LOAD,32,20919,55.43,L1,0
3059,0x555555555174,LOAD,32,20931,55.09,L1,0
3060,0x555555555168,LOAD,32,20944,55.43,L1,0
3061,0x555555555174,LOAD,32,20956,55.09,L1,0
3062,0x555555555168,LOAD,32,20969,55.43,L1,0
3063,0x555555555174,LOAD,32,20981,55.09,L1,0
3064,0x555555555168,LOAD,32,20994,55.44,L1,0
3065,0x555555555174,LOAD,32,21006,55.09,L1,0
3066,0x555555555168,LOAD,32,21019,55.43,L1,0
3067,0x555555555174,LOAD,32,21031,55.08,L1,0
3068,0x555555555168,LOAD,32,21044,55.44,L1,0
3069,0x555555555174,LOAD,32,21056,55.09,L1,0
3070,0x555555555168,LOAD,32,21069,55.44,L1,0
3071,0x555555555174,LOAD,32,21081,55.08,L1,0
3072,0x555555555168,LOAD,32,21094,55.43,L1,0
3073,0x555555555174,LOAD,32,21106,55.08,L1,0
3074,0x555555555168,LOAD,32,21119,55.43,L1,0
3075,0x555555555174,LOAD,32,21131,55.08,L1,0
3076,0x555555555168,LOAD,32,21144,55.43,L1,0
3077,0x555555555174,LOAD,32,21156,55.08,L1,0
3078,0x555555555168,LOAD,32,21169,55.43,L1,0
3079,0x555555555174,LOAD,32,21181,55.08,L1,0
3080,0x555555555168,LOAD,32,21194,55.42,L1,0
3081,0x555555555174,LOAD,32,21206,55.08,L1,0
3082,0x555555555168,LOAD,32,21219,55.42,L1,0
3083,0x555555555174,LOAD,32,21231,55.08,L1,0
3084,0x555555555168,LOAD,32,21244,55.42,L1,0
3085,0x555555555174,LOAD,32,21256,55.08,L1,0
3086,0x555555555168,LOAD,32,21269,55.42,L1,0
3087,0x555555555174,LOAD,32,21281,55.08,L1,0
3088,0x555555555168,LOAD,32,21294,55.43,L1,0
3089,0x555555555174,LOAD,32,21306,55.08,L1,0
3090,0x555555555168,LOAD,32,21319,55.42,L1,0
3091,0x555555555174,LOAD,32,21331,55.08,L1,0
3092,0x555555555168,LOAD,32,21344,55.43,L1,0
3093,0x555555555174,LOAD,32,21356,55.08,L1,0
3094,0x555555555168,LOAD,32,21369,55.43,L1,0
3095,0x555555555174,LOAD,32,21381,55.07,L1,0
3096,0x555555555168,LOAD,32,21394,55.44,L1,0
3097,0x555555555174,LOAD,32,21406,55.08,L1,0
3098,0x555555555168,LOAD,32,21419,55.44,L1,0
3099,0x555555555174,LOAD,32,21431,55.08,L1,0
3100,0x555555555168,LOAD,32,21444,55.44,L1,0
3101,0x555555555174,LOAD,32,21456,55.08,L1,0
3102,0x555555555168,LOAD,32,21469,55.44,L1,0
3103,0x555555555174,LOAD,32,21481,55.08,L1,0
3104,0x555555555168,LOAD,32,21494,55.43,L1,0
3105,0x555555555174,LOAD,32,21506,55.08,L1,0
3106,0x555555555168,LOAD,32,21519,55.44,L1,0
3107,0x555555555174,LOAD,32,21531,55.08,L1,0
3108,0x555555555168,LOAD,32,21544,55.44,L1,0
3109,0x555555555174,LOAD,32,21556,55.08,L1,0
3110,0x555555555168,LOAD,32,21569,55.45,L1,0
3111,0x555555555174,LOAD,32,21581,55.08,L1,0
3112,0x555555555168,LOAD,32,21594,55.45,L1,0
3113,0x555555555174,LOAD,32,21606,55.09,L1,0
3114,0x555555555168,LOAD,32,21619,55.45,L1,0
3115,0x555555555174,LOAD,32,21631,55.09,L1,0
3116,0x555555555168,LOAD,32,21644,55.45,L1,0
3117,0x555555555174,LOAD,32,21656,55.09,L1,0
3118,0x555555555168,LOAD,32,21669,55.45,L1,0
3119,0x555555555174,LOAD,32,21681,55.09,L1,0
3120,0x555555555168,LOAD,32,21694,55.46,L1,0
3121,0x555555555174,LOAD,32,21706,55.09,L1,0
3122,0x555555555168,LOAD,32,21719,55.45,L1,0
3123,0x555555555174,LOAD,32,21731,55.09,L1,0
3124,0x555555555168,LOAD,32,21744,55.46,L1,0
3125,0x555555555174,LOAD,32,21756,55.09,L1,0
3126,0x555555555168,LOAD,32,21769,55.46,L1,0
3127,0x555555555174,LOAD,32,21781,55.09,L1,0
3128,0x555555555168,LOAD,32,21794,55.46,L1,0
3129,0x555555555174,LOAD,32,21806,55.10,L1,0
3130,0x555555555168,LOAD,32,21819,55.47,L1,0
3131,0x555555555174,LOAD,32,21831,55.10,L1,0
3132,0x555555555168,LOAD,32,21844,55.47,L1,0
3133,0x555555555174,LOAD,32,21856,55.10,L1,0
3134,0x555555555168,LOAD,32,21869,55.47,L1,0
3135,0x555555555174,LOAD,32,21881,55.10,L1,0
3136,0x555555555168,LOAD,32,21894,55.47,L1,0
3137,0x555555555174,LOAD,32,21906,55.10,L1,0
3138,0x555555555168,LOAD,32,21919,55.47,L1,0
3139,0x555555555174,LOAD,32,21931,55.10,L1,0
3140,0x555555555168,LOAD,32,21944,55.48,L1,0
3141,0x555555555174,LOAD,32,21956,55.10,L1,0
3142,0x555555555168,LOAD,32,21969,55.48,L1,0
3143,0x555555555174,LOAD,32,21981,55.10,L1,0
3144,0x555555555168,LOAD,32,21994,55.48,L1,0
3145,0x555555555174,LOAD,32,22006,55.10,L1,0
3146,0x555555555168,LOAD,32,22019,55.48,L1,0
3147,0x555555555174,LOAD,32,22031,55.11,L1,0
3148,0x555555555168,LOAD,32,22044,55.48,L1,0
3149,0x555555555174,LOAD,32,22056,55.10,L1,0
3150,0x555555555168,LOAD,32,22069,55.48,L1,0
3151,0x555555555174,LOAD,32,22081,55.11,L1,0
3152,0x555555555168,LOAD,32,22094,55.48,L1,0
3153,0x555555555174,LOAD,32,22106,55.10,L1,0
3154,0x555555555168,LOAD,32,22119,55.47,L1,0
3155,0x555555555174,LOAD,32,22131,55.10,L1,0
3156,0x555555555168,LOAD,32,22144,55.47,L1,0
3157,0x555555555174,LOAD,32,22156,55.10,L1,0
3158,0x555555555168,LOAD,32,22169,55.47,L1,0
3159,0x555555555174,LOAD,32,22181,55.10,L1,0
3160,0x555555555168,LOAD,32,22194,55.47,L1,0
